Year,State,State Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
2015,New Mexico,35,"Bernalillo County, NM",35001,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,676685,10.2
2015,New Mexico,35,"Bernalillo County, NM",35001,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,676685,6.9
2015,New Mexico,35,"Bernalillo County, NM",35001,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,10,676685,Unreliable
2015,New Mexico,35,"Bernalillo County, NM",35001,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,676685,Unreliable
2015,New Mexico,35,"Bernalillo County, NM",35001,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,676685,Unreliable
2015,New Mexico,35,"Bernalillo County, NM",35001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,157,676685,23.2
2015,New Mexico,35,"Bernalillo County, NM",35001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,26,676685,3.8
2015,New Mexico,35,"Dona Ana County, NM",35013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,214295,13.1
2015,New Mexico,35,"Eddy County, NM",35015,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,57578,Unreliable
2015,New Mexico,35,"Otero County, NM",35035,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,64362,Unreliable
2015,New Mexico,35,"Rio Arriba County, NM",35039,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,39465,Unreliable
2015,New Mexico,35,"Rio Arriba County, NM",35039,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,39465,58.3
2015,New Mexico,35,"Sandoval County, NM",35043,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,139394,14.3
2015,New Mexico,35,"San Juan County, NM",35045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,118737,Unreliable
2015,New Mexico,35,"Santa Fe County, NM",35049,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,148686,Unreliable
2015,New Mexico,35,"Santa Fe County, NM",35049,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,148686,Unreliable
2015,New Mexico,35,"Santa Fe County, NM",35049,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,148686,23.5
2015,New York,36,"Albany County, NY",36001,Heroin,T40.1,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15,309381,Unreliable
2015,New York,36,"Bronx County, NY",36005,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,104,1455444,7.1
2015,New York,36,"Bronx County, NY",36005,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,1455444,2.8
2015,New York,36,"Bronx County, NY",36005,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,1455444,1.8
2015,New York,36,"Bronx County, NY",36005,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,1455444,2.5
2015,New York,36,"Bronx County, NY",36005,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,1455444,Unreliable
2015,New York,36,"Bronx County, NY",36005,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,1455444,1.8
2015,New York,36,"Broome County, NY",36007,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,196567,Unreliable
2015,New York,36,"Broome County, NY",36007,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,196567,Unreliable
2015,New York,36,"Broome County, NY",36007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,196567,Unreliable
2015,New York,36,"Chautauqua County, NY",36013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,130779,Unreliable
2015,New York,36,"Dutchess County, NY",36027,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,295754,9.8
2015,New York,36,"Dutchess County, NY",36027,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,295754,Unreliable
2015,New York,36,"Dutchess County, NY",36027,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,295754,Unreliable
2015,New York,36,"Dutchess County, NY",36027,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,295754,9.1
2015,New York,36,"Erie County, NY",36029,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,922578,7
2015,New York,36,"Erie County, NY",36029,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,77,922578,8.3
2015,New York,36,"Erie County, NY",36029,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,922578,3.1
2015,New York,36,"Erie County, NY",36029,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,143,922578,15.5
2015,New York,36,"Erie County, NY",36029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,127,922578,13.8
2015,New York,36,"Erie County, NY",36029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,11,922578,Unreliable
2015,New York,36,"Kings County, NY",36047,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,99,2636735,3.8
2015,New York,36,"Kings County, NY",36047,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,63,2636735,2.4
2015,New York,36,"Kings County, NY",36047,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,2636735,1.6
2015,New York,36,"Kings County, NY",36047,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,2636735,1.3
2015,New York,36,"Kings County, NY",36047,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,2636735,Unreliable
2015,New York,36,"Kings County, NY",36047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,2636735,1.1
2015,New York,36,"Kings County, NY",36047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,12,2636735,Unreliable
2015,New York,36,"Monroe County, NY",36055,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,749600,5.9
2015,New York,36,"Monroe County, NY",36055,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,749600,Unreliable
2015,New York,36,"Monroe County, NY",36055,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,749600,3.7
2015,New York,36,"Nassau County, NY",36059,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,1361350,5.4
2015,New York,36,"Nassau County, NY",36059,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,62,1361350,4.6
2015,New York,36,"Nassau County, NY",36059,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,12,1361350,Unreliable
2015,New York,36,"Nassau County, NY",36059,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,1361350,Unreliable
2015,New York,36,"Nassau County, NY",36059,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,1361350,2.5
2015,New York,36,"Nassau County, NY",36059,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1361350,Unreliable
2015,New York,36,"Nassau County, NY",36059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,63,1361350,4.6
2015,New York,36,"Nassau County, NY",36059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,22,1361350,1.6
2015,New York,36,"New York County, NY",36061,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,1644518,4
2015,New York,36,"New York County, NY",36061,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,1644518,1.9
2015,New York,36,"New York County, NY",36061,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,1644518,Unreliable
2015,New York,36,"New York County, NY",36061,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,1644518,Unreliable
2015,New York,36,"New York County, NY",36061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1644518,Unreliable
2015,New York,36,"New York County, NY",36061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1644518,Unreliable
2015,New York,36,"Niagara County, NY",36063,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,212652,Unreliable
2015,New York,36,"Niagara County, NY",36063,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,212652,Unreliable
2015,New York,36,"Niagara County, NY",36063,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,212652,11.3
2015,New York,36,"Niagara County, NY",36063,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,212652,Unreliable
2015,New York,36,"Oneida County, NY",36065,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,232500,Unreliable
2015,New York,36,"Oneida County, NY",36065,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,232500,Unreliable
2015,New York,36,"Onondaga County, NY",36067,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,468463,9
2015,New York,36,"Onondaga County, NY",36067,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,468463,4.3
2015,New York,36,"Onondaga County, NY",36067,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,468463,5.6
2015,New York,36,"Onondaga County, NY",36067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,468463,4.5
2015,New York,36,"Orange County, NY",36071,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,377647,9.5
2015,New York,36,"Orange County, NY",36071,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,377647,7.1
2015,New York,36,"Orange County, NY",36071,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,377647,5.8
2015,New York,36,"Orange County, NY",36071,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,377647,Unreliable
2015,New York,36,"Oswego County, NY",36075,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,120146,Unreliable
2015,New York,36,"Queens County, NY",36081,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,2339150,2.8
2015,New York,36,"Queens County, NY",36081,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,2339150,1.4
2015,New York,36,"Queens County, NY",36081,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,2339150,Unreliable
2015,New York,36,"Queens County, NY",36081,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,2339150,1.2
2015,New York,36,"Queens County, NY",36081,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,2339150,Unreliable
2015,New York,36,"Queens County, NY",36081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,2339150,1.3
2015,New York,36,"Queens County, NY",36081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,14,2339150,Unreliable
2015,New York,36,"Richmond County, NY",36085,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,474558,5.9
2015,New York,36,"Richmond County, NY",36085,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,474558,5.5
2015,New York,36,"Richmond County, NY",36085,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,474558,Unreliable
2015,New York,36,"Richmond County, NY",36085,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,474558,4.2
2015,New York,36,"Rockland County, NY",36087,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,326037,Unreliable
2015,New York,36,"Suffolk County, NY",36103,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,144,1501587,9.6
2015,New York,36,"Suffolk County, NY",36103,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,1501587,3.1
2015,New York,36,"Suffolk County, NY",36103,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,73,1501587,4.9
2015,New York,36,"Suffolk County, NY",36103,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,61,1501587,4.1
2015,New York,36,"Suffolk County, NY",36103,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,20,1501587,1.3
2015,New York,36,"Ulster County, NY",36111,Heroin,T40.1,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,180143,Unreliable
2015,New York,36,"Westchester County, NY",36119,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,976396,4.4
2015,New York,36,"Westchester County, NY",36119,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,976396,2.8
2015,New York,36,"Westchester County, NY",36119,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,976396,Unreliable
2015,North Carolina,37,"Brunswick County, NC",37019,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,122765,Unreliable
2015,North Carolina,37,"Brunswick County, NC",37019,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,122765,Unreliable
2015,North Carolina,37,"Buncombe County, NC",37021,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,253178,Unreliable
2015,North Carolina,37,"Buncombe County, NC",37021,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,253178,Unreliable
2015,North Carolina,37,"Burke County, NC",37023,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,88842,24.8
2015,North Carolina,37,"Caldwell County, NC",37027,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,81287,Unreliable
2015,North Carolina,37,"Catawba County, NC",37035,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,155056,Unreliable
2015,North Carolina,37,"Cumberland County, NC",37051,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,323838,7.1
2015,North Carolina,37,"Cumberland County, NC",37051,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,323838,Unreliable
2015,North Carolina,37,"Cumberland County, NC",37051,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,323838,Unreliable
2015,North Carolina,37,"Davidson County, NC",37057,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,164622,Unreliable
2015,North Carolina,37,"Forsyth County, NC",37067,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,369019,6
2015,North Carolina,37,"Forsyth County, NC",37067,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,369019,5.4
2015,North Carolina,37,"Forsyth County, NC",37067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,369019,7
2015,North Carolina,37,"Gaston County, NC",37071,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,213442,Unreliable
2015,North Carolina,37,"Gaston County, NC",37071,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,213442,Unreliable
2015,North Carolina,37,"Guilford County, NC",37081,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,517600,4.4
2015,North Carolina,37,"Guilford County, NC",37081,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,517600,Unreliable
2015,North Carolina,37,"Johnston County, NC",37101,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,185660,Unreliable
2015,North Carolina,37,"Mecklenburg County, NC",37119,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,1034070,3.3
2015,North Carolina,37,"Mecklenburg County, NC",37119,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,1034070,2.1
2015,North Carolina,37,"Mecklenburg County, NC",37119,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,1034070,1.9
2015,North Carolina,37,"Mecklenburg County, NC",37119,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1034070,Unreliable
2015,North Carolina,37,"New Hanover County, NC",37129,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,220358,10.9
2015,North Carolina,37,"New Hanover County, NC",37129,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,220358,Unreliable
2015,North Carolina,37,"New Hanover County, NC",37129,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,220358,Unreliable
2015,North Carolina,37,"New Hanover County, NC",37129,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,220358,Unreliable
2015,North Carolina,37,"Randolph County, NC",37151,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,142799,Unreliable
2015,North Carolina,37,"Randolph County, NC",37151,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,142799,Unreliable
2015,North Carolina,37,"Robeson County, NC",37155,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,134197,Unreliable
2015,North Carolina,37,"Rowan County, NC",37159,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,139142,Unreliable
2015,North Carolina,37,"Rowan County, NC",37159,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,139142,Unreliable
2015,North Carolina,37,"Wake County, NC",37183,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,1024198,3
2015,North Carolina,37,"Wake County, NC",37183,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,1024198,Unreliable
2015,North Carolina,37,"Wake County, NC",37183,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,1024198,2.1
2015,North Carolina,37,"Wilkes County, NC",37193,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,68502,Unreliable
2015,Ohio,39,"Ashtabula County, OH",39007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,98632,Unreliable
2015,Ohio,39,"Belmont County, OH",39013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,69154,Unreliable
2015,Ohio,39,"Brown County, OH",39015,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,43839,Unreliable
2015,Ohio,39,"Brown County, OH",39015,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,43839,Unreliable
2015,Ohio,39,"Butler County, OH",39017,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,112,376353,29.8
2015,Ohio,39,"Butler County, OH",39017,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,376353,8.2
2015,Ohio,39,"Butler County, OH",39017,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,107,376353,28.4
2015,Ohio,39,"Butler County, OH",39017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,126,376353,33.5
2015,Ohio,39,"Clark County, OH",39023,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,135959,19.1
2015,Ohio,39,"Clark County, OH",39023,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,135959,Unreliable
2015,Ohio,39,"Clark County, OH",39023,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,135959,36.8
2015,Ohio,39,"Clark County, OH",39023,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,135959,Unreliable
2015,Ohio,39,"Clermont County, OH",39025,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,201973,34.2
2015,Ohio,39,"Clermont County, OH",39025,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,201973,Unreliable
2015,Ohio,39,"Clermont County, OH",39025,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,53,201973,26.2
2015,Ohio,39,"Clermont County, OH",39025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,201973,Unreliable
2015,Ohio,39,"Clinton County, OH",39027,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,41917,Unreliable
2015,Ohio,39,"Columbiana County, OH",39029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,104806,21.9
2015,Ohio,39,"Cuyahoga County, OH",39035,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,158,1255921,12.6
2015,Ohio,39,"Cuyahoga County, OH",39035,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,1255921,3.7
2015,Ohio,39,"Cuyahoga County, OH",39035,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,90,1255921,7.2
2015,Ohio,39,"Cuyahoga County, OH",39035,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,268,1255921,21.3
2015,Ohio,39,"Cuyahoga County, OH",39035,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,20,1255921,1.6
2015,Ohio,39,"Erie County, OH",39043,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,75550,Unreliable
2015,Ohio,39,"Franklin County, OH",39049,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,134,1251722,10.7
2015,Ohio,39,"Franklin County, OH",39049,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,71,1251722,5.7
2015,Ohio,39,"Franklin County, OH",39049,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,1251722,Unreliable
2015,Ohio,39,"Franklin County, OH",39049,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,1251722,3.7
2015,Ohio,39,"Franklin County, OH",39049,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,1251722,Unreliable
2015,Ohio,39,"Greene County, OH",39057,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,164427,Unreliable
2015,Ohio,39,"Greene County, OH",39057,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,164427,12.8
2015,Ohio,39,"Greene County, OH",39057,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,164427,Unreliable
2015,Ohio,39,"Hamilton County, OH",39061,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,216,807598,26.7
2015,Ohio,39,"Hamilton County, OH",39061,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,807598,7.3
2015,Ohio,39,"Hamilton County, OH",39061,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,807598,Unreliable
2015,Ohio,39,"Hamilton County, OH",39061,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,199,807598,24.6
2015,Ohio,39,"Hamilton County, OH",39061,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,807598,Unreliable
2015,Ohio,39,"Hamilton County, OH",39061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,158,807598,19.6
2015,Ohio,39,"Hamilton County, OH",39061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,10,807598,Unreliable
2015,Ohio,39,"Jefferson County, OH",39081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,67347,Unreliable
2015,Ohio,39,"Lake County, OH",39085,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,229245,9.6
2015,Ohio,39,"Lake County, OH",39085,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,229245,Unreliable
2015,Ohio,39,"Lake County, OH",39085,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,229245,8.7
2015,Ohio,39,"Lake County, OH",39085,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,229245,14.4
2015,Ohio,39,"Lawrence County, OH",39087,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,61109,Unreliable
2015,Ohio,39,"Lawrence County, OH",39087,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,61109,Unreliable
2015,Ohio,39,"Lawrence County, OH",39087,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,61109,Unreliable
2015,Ohio,39,"Licking County, OH",39089,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,170570,Unreliable
2015,Ohio,39,"Lorain County, OH",39093,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,305147,9.8
