"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	206442	Unreliable	4.1	12.0	1.9	Unreliable	4.6	14.2	2.2	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	30	205175	14.6	9.9	20.9	2.7	17.1	11.5	24.6	3.2	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	16	205175	Unreliable	4.5	12.7	1.9	Unreliable	4.0	12.2	1.9	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	205175	13.2	8.7	19.1	2.5	14.7	9.6	21.6	2.9	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	49	203751	24.0	17.8	31.8	3.4	28.1	20.7	37.4	4.1	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	20	203751	9.8	6.0	15.2	2.2	10.9	6.5	17.2	2.5	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	29	203751	14.2	9.5	20.4	2.6	16.8	11.1	24.2	3.2	0.0%
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	44	203751	21.6	15.7	29.0	3.3	24.9	17.8	33.7	3.9	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	219169	Unreliable	3.5	10.7	1.7	Unreliable	3.7	11.5	1.8	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	22	219169	10.0	6.3	15.2	2.1	10.7	6.6	16.3	2.3	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	18	221659	Unreliable	4.8	12.8	1.9	Unreliable	5.3	14.2	2.1	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	10	221659	Unreliable	2.2	8.3	1.4	Unreliable	2.5	9.7	1.7	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	33	221659	14.9	10.2	20.9	2.6	16.4	11.2	23.2	2.9	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	15	224469	Unreliable	3.7	11.0	1.7	Unreliable	4.1	12.0	1.9	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	17	224469	Unreliable	4.4	12.1	1.8	Unreliable	4.9	13.5	2.1	0.0%
	"Ohio"	"39"	"Warren County, OH"	"39165"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	37	224469	16.5	11.6	22.7	2.7	18.1	12.7	25.1	3.0	0.0%
	"Ohio"	"39"	"Wayne County, OH"	"39169"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	10	116063	Unreliable	4.1	15.8	2.7	Unreliable	3.5	14.4	2.5	0.0%
	"Ohio"	"39"	"Wood County, OH"	"39173"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	129590	Unreliable	3.7	14.2	2.4	Unreliable	3.7	15.3	2.6	0.0%
	"Ohio"	"39"	"Wood County, OH"	"39173"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	129730	Unreliable	5.9	18.1	2.9	Unreliable	6.5	20.7	3.3	0.0%
	"Ohio"	"39"	"Wood County, OH"	"39173"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	129730	Unreliable	3.7	14.2	2.4	Unreliable	4.4	16.7	2.9	0.0%
	"Oklahoma"	"40"	"Canadian County, OK"	"40017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	14	126123	Unreliable	6.1	18.6	3.0	Unreliable	5.7	17.6	2.8	0.0%
	"Oklahoma"	"40"	"Canadian County, OK"	"40017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	129582	Unreliable	5.3	17.2	2.8	Unreliable	5.3	17.0	2.8	0.0%
	"Oklahoma"	"40"	"Carter County, OK"	"40019"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	14	48491	Unreliable	15.8	48.4	7.7	Unreliable	14.5	46.6	7.5	0.0%
	"Oklahoma"	"40"	"Carter County, OK"	"40019"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	48821	Unreliable	12.7	42.9	7.1	Unreliable	11.2	40.0	6.7	0.0%
	"Oklahoma"	"40"	"Carter County, OK"	"40019"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	48689	Unreliable	11.3	40.4	6.8	Unreliable	10.7	41.2	7.0	0.0%
	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	23	269340	8.5	5.4	12.8	1.8	8.9	5.5	13.4	1.9	0.0%
	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	37	269340	13.7	9.7	18.9	2.3	13.2	9.2	18.4	2.2	0.0%
	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	19	269908	Unreliable	4.2	11.0	1.6	Unreliable	4.2	11.3	1.7	0.0%
	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	29	269908	10.7	7.2	15.4	2.0	11.4	7.6	16.4	2.2	0.0%
	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	274458	Unreliable	2.5	8.1	1.3	Unreliable	2.5	8.1	1.3	0.0%
	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	38	274458	13.8	9.8	19.0	2.2	13.7	9.7	18.9	2.3	0.0%
	"Oklahoma"	"40"	"Comanche County, OK"	"40031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	124937	Unreliable	3.8	14.7	2.5	Unreliable	3.9	14.9	2.6	0.0%
	"Oklahoma"	"40"	"Comanche County, OK"	"40031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	125033	Unreliable	7.9	21.8	3.3	Unreliable	8.3	23.6	3.6	0.0%
	"Oklahoma"	"40"	"Comanche County, OK"	"40031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	22	125033	17.6	11.0	26.6	3.8	18.8	11.6	28.7	4.1	0.0%
	"Oklahoma"	"40"	"Comanche County, OK"	"40031"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	124648	Unreliable	4.4	15.8	2.7	Unreliable	3.8	14.7	2.5	0.0%
	"Oklahoma"	"40"	"Creek County, OK"	"40037"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	12	70632	Unreliable	8.8	29.7	4.9	Unreliable	8.8	31.5	5.3	0.0%
	"Oklahoma"	"40"	"Garfield County, OK"	"40047"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	62267	Unreliable	8.8	31.6	5.3	Unreliable	8.8	31.6	5.4	0.0%
	"Oklahoma"	"40"	"Grady County, OK"	"40051"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	53854	Unreliable	8.9	34.1	5.9	Unreliable	8.3	31.8	5.6	0.0%
	"Oklahoma"	"40"	"Muskogee County, OK"	"40101"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	69966	Unreliable	9.9	31.8	5.2	Unreliable	9.9	31.8	5.2	0.0%
	"Oklahoma"	"40"	"Muskogee County, OK"	"40101"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	69699	Unreliable	7.9	28.2	4.8	Unreliable	7.7	29.4	5.0	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	73	755245	9.7	7.6	12.2	1.1	9.7	7.6	12.2	1.2	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	11	755245	Unreliable	0.7	2.6	0.4	Unreliable	0.6	2.4	0.4	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	131	755245	17.3	14.4	20.3	1.5	17.5	14.5	20.6	1.6	0.1%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	10	755245	Unreliable	0.6	2.4	0.4	Unreliable	0.6	2.2	0.4	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	755245	Unreliable	0.7	2.6	0.4	Unreliable	0.7	2.6	0.4	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	55	766215	7.2	5.4	9.3	1.0	7.3	5.5	9.6	1.0	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	10	766215	Unreliable	0.6	2.4	0.4	Unreliable	0.6	2.3	0.4	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	11	766215	Unreliable	0.7	2.6	0.4	Unreliable	0.7	2.3	0.4	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	111	766215	14.5	11.8	17.2	1.4	14.5	11.8	17.3	1.4	0.1%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	38	776864	4.9	3.5	6.7	0.8	5.0	3.5	6.9	0.8	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	12	776864	Unreliable	0.8	2.7	0.4	Unreliable	0.8	2.8	0.5	0.0%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	100	776864	12.9	10.3	15.4	1.3	13.3	10.7	16.0	1.4	0.1%
	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	776864	Unreliable	0.7	2.5	0.4	Unreliable	0.7	2.6	0.4	0.0%
	"Oklahoma"	"40"	"Pottawatomie County, OK"	"40125"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	71158	Unreliable	9.7	31.2	5.1	Unreliable	10.1	32.4	5.4	0.0%
	"Oklahoma"	"40"	"Sequoyah County, OK"	"40135"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	41218	Unreliable	11.6	44.6	7.7	Unreliable	10.8	44.7	7.7	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	62	622409	10.0	7.6	12.8	1.3	9.7	7.4	12.5	1.3	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	17	622409	Unreliable	1.6	4.4	0.7	Unreliable	1.5	4.2	0.6	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	17	622409	Unreliable	1.6	4.4	0.7	Unreliable	1.5	4.2	0.6	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	41	622409	6.6	4.7	8.9	1.0	6.8	4.9	9.2	1.1	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	629598	Unreliable	0.8	2.9	0.5	Unreliable	0.8	3.0	0.5	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	55	629598	8.7	6.6	11.4	1.2	8.3	6.2	10.9	1.1	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	12	629598	Unreliable	1.0	3.3	0.6	Unreliable	0.9	3.1	0.5	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	26	629598	4.1	2.7	6.1	0.8	3.8	2.5	5.6	0.8	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	34	639242	5.3	3.7	7.4	0.9	5.4	3.7	7.5	0.9	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	17	639242	Unreliable	1.5	4.3	0.6	Unreliable	1.5	4.2	0.6	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	17	639242	Unreliable	1.5	4.3	0.6	Unreliable	1.4	4.1	0.6	0.0%
	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	639242	Unreliable	1.1	3.5	0.6	Unreliable	1.1	3.7	0.6	0.0%
	"Oklahoma"	"40"	"Wagoner County, OK"	"40145"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	75700	Unreliable	7.3	26.0	4.4	Unreliable	7.0	25.0	4.3	0.0%
	"Oklahoma"	"40"	"Wagoner County, OK"	"40145"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	75702	Unreliable	7.3	26.0	4.4	Unreliable	6.6	23.6	4.1	0.0%
	"Oregon"	"41"	"Clackamas County, OR"	"41005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	17	388263	Unreliable	2.6	7.0	1.1	Unreliable	2.8	7.9	1.2	0.0%
	"Oregon"	"41"	"Clackamas County, OR"	"41005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	12	394972	Unreliable	1.6	5.3	0.9	Unreliable	1.7	5.8	1.0	0.0%
	"Oregon"	"41"	"Clackamas County, OR"	"41005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	401515	Unreliable	1.4	4.9	0.8	Unreliable	1.5	5.5	0.9	0.0%
	"Oregon"	"41"	"Jackson County, OR"	"41029"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	210287	Unreliable	2.9	10.0	1.6	Unreliable	3.4	11.6	1.9	0.0%
	"Oregon"	"41"	"Jackson County, OR"	"41029"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	212567	Unreliable	3.3	10.5	1.7	Unreliable	3.5	11.8	1.9	0.0%
	"Oregon"	"41"	"Jackson County, OR"	"41029"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	212567	Unreliable	2.3	8.7	1.5	Unreliable	2.2	9.2	1.6	0.0%
	"Oregon"	"41"	"Lane County, OR"	"41039"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	356212	Unreliable	1.5	5.5	0.9	Unreliable	1.8	6.3	1.1	0.0%
	"Oregon"	"41"	"Lane County, OR"	"41039"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	15	356212	Unreliable	2.4	6.9	1.1	Unreliable	2.5	7.5	1.2	0.0%
	"Oregon"	"41"	"Lane County, OR"	"41039"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	358337	Unreliable	1.9	6.2	1.0	Unreliable	2.1	7.2	1.2	0.0%
	"Oregon"	"41"	"Lane County, OR"	"41039"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	358337	Unreliable	1.9	6.2	1.0	Unreliable	2.0	6.7	1.1	0.0%
	"Oregon"	"41"	"Lane County, OR"	"41039"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	14	362895	Unreliable	2.1	6.5	1.0	Unreliable	1.6	5.5	0.9	0.0%
	"Oregon"	"41"	"Lane County, OR"	"41039"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	12	362895	Unreliable	1.7	5.8	1.0	Unreliable	1.7	5.9	1.0	0.0%
	"Oregon"	"41"	"Marion County, OR"	"41047"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	330700	Unreliable	1.7	6.0	1.0	Unreliable	1.8	6.6	1.1	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	44	766135	5.7	4.2	7.7	0.9	5.4	3.9	7.3	0.8	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	18	766135	Unreliable	1.4	3.7	0.6	Unreliable	1.3	3.5	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	17	766135	Unreliable	1.3	3.6	0.5	Unreliable	1.1	3.0	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	14	766135	Unreliable	1.0	3.1	0.5	Unreliable	1.0	3.0	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	45	776712	5.8	4.2	7.8	0.9	5.1	3.7	6.9	0.8	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	19	776712	Unreliable	1.5	3.8	0.6	Unreliable	1.3	3.5	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	18	776712	Unreliable	1.4	3.7	0.5	Unreliable	1.2	3.2	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	776712	Unreliable	0.8	2.7	0.4	Unreliable	0.8	2.6	0.4	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	37	790294	4.7	3.3	6.5	0.8	4.1	2.9	5.7	0.7	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	18	790294	Unreliable	1.3	3.6	0.5	Unreliable	1.2	3.4	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	17	790294	Unreliable	1.3	3.4	0.5	Unreliable	1.1	3.0	0.5	0.0%
	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	790294	Unreliable	0.8	2.7	0.4	Unreliable	0.7	2.4	0.4	0.0%
	"Oregon"	"41"	"Washington County, OR"	"41067"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	554996	Unreliable	0.9	3.3	0.6	Unreliable	0.8	3.2	0.6	0.0%
	"Oregon"	"41"	"Washington County, OR"	"41067"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	562998	Unreliable	1.4	4.2	0.7	Unreliable	1.3	3.9	0.6	0.0%
	"Oregon"	"41"	"Washington County, OR"	"41067"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	574326	Unreliable	0.8	3.2	0.6	Unreliable	0.8	3.1	0.5	0.0%
	"Oregon"	"41"	"Washington County, OR"	"41067"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	574326	Unreliable	0.8	3.2	0.6	Unreliable	0.8	2.9	0.5	0.0%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	130	1231527	10.6	8.7	12.4	0.9	11.0	9.1	13.0	1.0	0.1%
	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	80	1231527	6.5	5.2	8.1	0.7	6.2	4.9	7.9	0.7	0.0%
