,State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
6223,Oklahoma,40,"Oklahoma County, OK",40109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,19,787958,Unreliable,1.5,3.8,0.6,Unreliable,1.4,3.7,0.5,0.00%
6224,Oklahoma,40,"Oklahoma County, OK",40109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,20,787958,2.5,1.6,3.9,0.6,2.6,1.6,4.1,0.6,0.00%
6225,Oklahoma,40,"Oklahoma County, OK",40109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,787958,Unreliable,1.3,3.5,0.5,Unreliable,1.2,3.3,0.5,0.00%
6226,Oklahoma,40,"Oklahoma County, OK",40109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,127,787958,16.1,13.3,18.9,1.4,15.7,12.9,18.5,1.4,0.10%
6227,Oklahoma,40,"Oklahoma County, OK",40109,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,787958,Unreliable,0.8,2.7,0.4,Unreliable,0.8,2.8,0.5,0.00%
6228,Oklahoma,40,"Pottawatomie County, OK",40125,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,72290,Unreliable,9.6,30.8,5.0,Unreliable,10.0,33.9,5.5,0.00%
6229,Oklahoma,40,"Pottawatomie County, OK",40125,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,72226,Unreliable,7.6,27.3,4.6,Unreliable,7.1,25.4,4.4,0.00%
6230,Oklahoma,40,"Tulsa County, OK",40143,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,18,642940,Unreliable,1.7,4.4,0.7,Unreliable,1.7,4.5,0.7,0.00%
6231,Oklahoma,40,"Tulsa County, OK",40143,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,43,642940,6.7,4.8,9.0,1.0,6.5,4.7,8.8,1.0,0.00%
6232,Oklahoma,40,"Tulsa County, OK",40143,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,21,642940,3.3,2.0,5.0,0.7,3.3,2.0,5.0,0.7,0.00%
6233,Oklahoma,40,"Tulsa County, OK",40143,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,25,642940,3.9,2.5,5.7,0.8,3.7,2.4,5.5,0.8,0.00%
6234,Oklahoma,40,"Tulsa County, OK",40143,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,18,646266,Unreliable,1.7,4.4,0.7,Unreliable,1.7,4.6,0.7,0.00%
6235,Oklahoma,40,"Tulsa County, OK",40143,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,34,646266,5.3,3.6,7.4,0.9,5.6,3.9,7.9,1.0,0.00%
6236,Oklahoma,40,"Tulsa County, OK",40143,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,646266,Unreliable,1.5,4.2,0.6,Unreliable,1.5,4.3,0.7,0.00%
6237,Oregon,41,"Clackamas County, OR",41005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,11,412672,Unreliable,1.3,4.8,0.8,Unreliable,1.5,5.3,0.9,0.00%
6238,Oregon,41,"Lane County, OR",41039,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,14,369519,Unreliable,2.1,6.4,1.0,Unreliable,2.1,6.6,1.1,0.00%
6239,Oregon,41,"Lane County, OR",41039,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,20,369519,5.4,3.3,8.4,1.2,5,2.9,7.8,1.2,0.00%
6240,Oregon,41,"Lane County, OR",41039,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,15,374748,Unreliable,2.2,6.6,1.0,Unreliable,2.1,6.5,1.0,0.00%
6241,Oregon,41,"Lane County, OR",41039,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,374748,Unreliable,1.7,5.6,0.9,Unreliable,1.7,6.1,1.0,0.00%
6242,Oregon,41,"Multnomah County, OR",41051,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,47,799766,5.9,4.3,7.8,0.9,5.7,4.2,7.7,0.8,0.00%
6243,Oregon,41,"Multnomah County, OR",41051,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,20,799766,2.5,1.5,3.9,0.6,2.4,1.5,3.8,0.6,0.00%
6244,Oregon,41,"Multnomah County, OR",41051,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,799766,Unreliable,1.2,3.4,0.5,Unreliable,1.1,3.1,0.5,0.00%
6245,Oregon,41,"Multnomah County, OR",41051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,48,807555,5.9,4.4,7.9,0.9,5.2,3.8,6.9,0.8,0.00%
6246,Oregon,41,"Multnomah County, OR",41051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,29,807555,3.6,2.4,5.2,0.7,3.3,2.2,4.7,0.6,0.00%
6247,Oregon,41,"Multnomah County, OR",41051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,17,807555,Unreliable,1.2,3.4,0.5,Unreliable,1.1,2.9,0.4,0.00%
6248,Oregon,41,"Multnomah County, OR",41051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,21,807555,2.6,1.6,4.0,0.6,2.2,1.3,3.4,0.5,0.00%
6249,Oregon,41,"Multnomah County, OR",41051,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,23,807555,2.8,1.8,4.3,0.6,2.5,1.6,3.8,0.5,0.00%
6250,Oregon,41,"Washington County, OR",41067,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,11,582779,Unreliable,0.9,3.4,0.6,Unreliable,1.0,3.5,0.6,0.00%
6251,Oregon,41,"Washington County, OR",41067,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,10,582779,Unreliable,0.8,3.2,0.5,Unreliable,0.8,3.1,0.5,0.00%
6252,Oregon,41,"Washington County, OR",41067,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,15,588957,Unreliable,1.4,4.2,0.7,Unreliable,1.3,4.0,0.6,0.00%
6253,Pennsylvania,42,"Adams County, PA",42001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,102336,Unreliable,7.5,23.0,3.7,Unreliable,8.7,28.0,4.6,0.00%
6254,Pennsylvania,42,"Allegheny County, PA",42003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,277,1225365,22.6,19.9,25.3,1.4,23.3,20.4,26.1,1.4,0.20%
6255,Pennsylvania,42,"Allegheny County, PA",42003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,120,1225365,9.8,8.0,11.5,0.9,9.6,7.8,11.4,0.9,0.10%
6256,Pennsylvania,42,"Allegheny County, PA",42003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,43,1225365,3.5,2.5,4.7,0.5,3.7,2.6,5.0,0.6,0.00%
6257,Pennsylvania,42,"Allegheny County, PA",42003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,379,1225365,30.9,27.8,34.0,1.6,31.1,27.8,34.3,1.7,0.20%
6258,Pennsylvania,42,"Allegheny County, PA",42003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,579,1225365,47.3,43.4,51.1,2.0,47.7,43.7,51.7,2.1,0.30%
6259,Pennsylvania,42,"Allegheny County, PA",42003,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,1225365,Unreliable,0.4,1.6,0.3,Unreliable,0.4,1.5,0.3,0.00%
6260,Pennsylvania,42,"Allegheny County, PA",42003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,258,1223048,21.1,18.5,23.7,1.3,21.8,19.1,24.6,1.4,0.10%
6261,Pennsylvania,42,"Allegheny County, PA",42003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,97,1223048,7.9,6.4,9.7,0.8,8.1,6.5,9.9,0.8,0.10%
6262,Pennsylvania,42,"Allegheny County, PA",42003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,20,1223048,1.6,1.0,2.5,0.4,1.3,0.8,2.1,0.3,0.00%
6263,Pennsylvania,42,"Allegheny County, PA",42003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,565,1223048,46.2,42.4,50.0,1.9,47.5,43.5,51.6,2.1,0.30%
6264,Pennsylvania,42,"Allegheny County, PA",42003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,703,1223048,57.5,53.2,61.7,2.2,58.4,53.9,62.9,2.3,0.40%
6265,Pennsylvania,42,"Allegheny County, PA",42003,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,1223048,Unreliable,0.7,2.0,0.3,Unreliable,0.6,1.8,0.3,0.00%
6266,Pennsylvania,42,"Armstrong County, PA",42005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,66486,Unreliable,12.6,37.2,5.8,Unreliable,14.6,44.9,7.0,0.00%
6267,Pennsylvania,42,"Armstrong County, PA",42005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,36,66486,54.1,37.9,75.0,9.0,62.2,43.1,87.0,10.6,0.00%
6268,Pennsylvania,42,"Armstrong County, PA",42005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,30,65642,45.7,30.8,65.2,8.3,55.3,36.8,80.0,10.4,0.00%
6269,Pennsylvania,42,"Beaver County, PA",42007,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,20,167429,11.9,7.3,18.4,2.7,15,9.2,23.1,3.4,0.00%
6270,Pennsylvania,42,"Beaver County, PA",42007,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,167429,Unreliable,4.1,13.3,2.2,Unreliable,4.3,14.6,2.4,0.00%
6271,Pennsylvania,42,"Beaver County, PA",42007,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,45,167429,26.9,19.6,36.0,4.0,32.2,23.3,43.4,4.9,0.00%
6272,Pennsylvania,42,"Beaver County, PA",42007,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,95,167429,56.7,45.9,69.4,5.8,66.6,53.6,81.8,7.0,0.10%
6273,Pennsylvania,42,"Beaver County, PA",42007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,166140,Unreliable,4.6,14.1,2.3,Unreliable,4.8,15.5,2.5,0.00%
6274,Pennsylvania,42,"Beaver County, PA",42007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,36,166140,21.7,15.2,30.0,3.6,24.8,17.3,34.5,4.2,0.00%
6275,Pennsylvania,42,"Beaver County, PA",42007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,82,166140,49.4,39.3,61.3,5.5,54.6,43.0,68.3,6.2,0.00%
6276,Pennsylvania,42,"Bedford County, PA",42009,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,48480,Unreliable,12.8,43.2,7.1,Unreliable,15.1,54.2,9.0,0.00%
6277,Pennsylvania,42,"Berks County, PA",42011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,34,414812,8.2,5.7,11.5,1.4,8.7,6.0,12.3,1.5,0.00%
6278,Pennsylvania,42,"Berks County, PA",42011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,414812,Unreliable,1.5,5.1,0.8,Unreliable,1.4,5.2,0.9,0.00%
6279,Pennsylvania,42,"Berks County, PA",42011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,41,414812,9.9,7.1,13.4,1.5,10.6,7.6,14.5,1.7,0.00%
6280,Pennsylvania,42,"Berks County, PA",42011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,45,414812,10.8,7.9,14.5,1.6,11.5,8.3,15.5,1.7,0.00%
6281,Pennsylvania,42,"Berks County, PA",42011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,38,417854,9.1,6.4,12.5,1.5,10,7.0,13.8,1.7,0.00%
6282,Pennsylvania,42,"Berks County, PA",42011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,67,417854,16,12.4,20.4,2.0,17.6,13.6,22.5,2.2,0.00%
6283,Pennsylvania,42,"Berks County, PA",42011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,59,417854,14.1,10.7,18.2,1.8,15.4,11.7,20.0,2.0,0.00%
6284,Pennsylvania,42,"Blair County, PA",42013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,124650,Unreliable,3.8,14.8,2.5,Unreliable,5.2,19.8,3.4,0.00%
6285,Pennsylvania,42,"Blair County, PA",42013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,33,124650,26.5,18.2,37.2,4.6,31.8,21.8,44.9,5.6,0.00%
6286,Pennsylvania,42,"Blair County, PA",42013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,123457,Unreliable,3.9,14.9,2.6,Unreliable,4.7,17.8,3.1,0.00%
6287,Pennsylvania,42,"Blair County, PA",42013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,31,123457,25.1,17.1,35.6,4.5,28.5,19.1,40.9,5.2,0.00%
6288,Pennsylvania,42,"Bucks County, PA",42017,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,27,626399,4.3,2.8,6.3,0.8,5.1,3.3,7.4,1.0,0.00%
6289,Pennsylvania,42,"Bucks County, PA",42017,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,33,626399,5.3,3.6,7.4,0.9,6.1,4.2,8.6,1.1,0.00%
6290,Pennsylvania,42,"Bucks County, PA",42017,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,148,626399,23.6,19.8,27.4,1.9,26.2,21.8,30.5,2.2,0.10%
6291,Pennsylvania,42,"Bucks County, PA",42017,2016,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,626399,Unreliable,0.9,3.1,0.5,Unreliable,0.8,3.1,0.5,0.00%
6292,Pennsylvania,42,"Bucks County, PA",42017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,44,628341,7,5.1,9.4,1.1,7.8,5.6,10.6,1.2,0.00%
6293,Pennsylvania,42,"Bucks County, PA",42017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,628341,Unreliable,0.8,2.9,0.5,Unreliable,0.8,3.4,0.6,0.00%
6294,Pennsylvania,42,"Bucks County, PA",42017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,83,628341,13.2,10.5,16.4,1.4,15.6,12.4,19.3,1.7,0.00%
6295,Pennsylvania,42,"Bucks County, PA",42017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,178,628341,28.3,24.2,32.5,2.1,32,27.2,36.8,2.5,0.10%
6296,Pennsylvania,42,"Butler County, PA",42019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,27,186847,14.5,9.5,21.0,2.8,17.7,11.6,26.0,3.5,0.00%
6297,Pennsylvania,42,"Butler County, PA",42019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,186847,Unreliable,3.3,11.2,1.9,Unreliable,3.4,12.3,2.1,0.00%
6298,Pennsylvania,42,"Butler County, PA",42019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,44,186847,23.5,17.1,31.6,3.6,28.4,20.6,38.3,4.3,0.00%
6299,Pennsylvania,42,"Butler County, PA",42019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,186847,Unreliable,4.5,13.2,2.1,Unreliable,5.5,16.3,2.6,0.00%
6300,Pennsylvania,42,"Butler County, PA",42019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,19,187108,Unreliable,6.1,15.9,2.3,Unreliable,7.1,19.0,2.8,0.00%
6301,Pennsylvania,42,"Butler County, PA",42019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,187108,Unreliable,4.9,13.9,2.1,Unreliable,5.2,15.4,2.4,0.00%
6302,Pennsylvania,42,"Butler County, PA",42019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,67,187108,35.8,27.8,45.5,4.4,42.1,32.5,53.6,5.2,0.00%
6303,Pennsylvania,42,"Butler County, PA",42019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,187108,10.7,6.5,16.5,2.4,10.9,6.5,17.0,2.5,0.00%
6304,Pennsylvania,42,"Cambria County, PA",42021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,21,134732,15.6,9.6,23.8,3.4,19.3,11.8,29.7,4.3,0.00%
6305,Pennsylvania,42,"Cambria County, PA",42021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,19,134732,Unreliable,8.5,22.0,3.2,Unreliable,11.0,28.5,4.2,0.00%
6306,Pennsylvania,42,"Cambria County, PA",42021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,59,134732,43.8,33.3,56.5,5.7,52.2,39.5,67.8,7.0,0.00%
6307,Pennsylvania,42,"Cambria County, PA",42021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,18,133054,Unreliable,8.0,21.4,3.2,Unreliable,10.9,29.1,4.4,0.00%
6308,Pennsylvania,42,"Cambria County, PA",42021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,60,133054,45.1,34.4,58.0,5.8,56.2,42.5,72.8,7.4,0.00%
6309,Pennsylvania,42,"Carbon County, PA",42025,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,63594,Unreliable,10.9,35.0,5.7,Unreliable,13.7,44.0,7.2,0.00%
6310,Pennsylvania,42,"Carbon County, PA",42025,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,63594,Unreliable,16.8,44.7,6.7,Unreliable,19.9,54.6,8.2,0.00%
6311,Pennsylvania,42,"Carbon County, PA",42025,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,63853,31.3,19.1,48.4,7.0,35,21.1,54.6,8.1,0.00%
6312,Pennsylvania,42,"Centre County, PA",42027,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,161464,Unreliable,3.4,12.2,2.1,Unreliable,3.4,13.0,2.2,0.00%
6313,Pennsylvania,42,"Chester County, PA",42029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,12,516312,Unreliable,1.2,4.1,0.7,Unreliable,1.3,4.6,0.8,0.00%
6314,Pennsylvania,42,"Chester County, PA",42029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,516312,Unreliable,0.9,3.6,0.6,Unreliable,0.9,3.9,0.7,0.00%
6315,Pennsylvania,42,"Chester County, PA",42029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,16,516312,Unreliable,1.8,5.0,0.8,Unreliable,1.9,5.7,0.9,0.00%
6316,Pennsylvania,42,"Chester County, PA",42029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,94,516312,18.2,14.7,22.3,1.9,19,15.3,23.4,2.0,0.10%
6317,Pennsylvania,42,"Chester County, PA",42029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,519293,Unreliable,1.1,3.8,0.6,Unreliable,1.0,3.9,0.7,0.00%
6318,Pennsylvania,42,"Chester County, PA",42029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,47,519293,9.1,6.7,12.0,1.3,9.9,7.2,13.2,1.5,0.00%
6319,Pennsylvania,42,"Chester County, PA",42029,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,143,519293,27.5,23.0,32.1,2.3,30,25.0,35.1,2.6,0.10%
6320,Pennsylvania,42,"Columbia County, PA",42037,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,65932,Unreliable,7.3,27.9,4.8,Unreliable,9.1,34.8,6.1,0.00%
6321,Pennsylvania,42,"Crawford County, PA",42039,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,14,86257,Unreliable,8.9,27.2,4.3,Unreliable,10.6,34.0,5.4,0.00%
6322,Pennsylvania,42,"Crawford County, PA",42039,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,86257,Unreliable,9.7,28.7,4.5,Unreliable,9.6,29.5,4.7,0.00%
6323,Pennsylvania,42,"Crawford County, PA",42039,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,86159,Unreliable,8.0,25.8,4.2,Unreliable,10.3,33.1,5.4,0.00%
6324,Pennsylvania,42,"Cumberland County, PA",42041,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,26,248506,10.5,6.8,15.3,2.1,11,7.2,16.3,2.2,0.00%
6325,Pennsylvania,42,"Cumberland County, PA",42041,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,248506,Unreliable,3.4,10.0,1.6,Unreliable,3.4,10.5,1.7,0.00%
6326,Pennsylvania,42,"Cumberland County, PA",42041,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,25,248506,10.1,6.5,14.9,2.0,11.2,7.2,16.6,2.3,0.00%
6327,Pennsylvania,42,"Cumberland County, PA",42041,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,250066,10,6.5,14.8,2.0,11.3,7.3,16.7,2.3,0.00%
6328,Pennsylvania,42,"Cumberland County, PA",42041,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,27,250066,10.8,7.1,15.7,2.1,12,7.9,17.5,2.3,0.00%
6329,Pennsylvania,42,"Cumberland County, PA",42041,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,43,250066,17.2,12.4,23.2,2.6,18.9,13.6,25.6,2.9,0.00%
6330,Pennsylvania,42,"Dauphin County, PA",42043,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,273707,Unreliable,2.0,7.2,1.2,Unreliable,1.9,7.4,1.2,0.00%
6331,Pennsylvania,42,"Dauphin County, PA",42043,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,273707,Unreliable,2.5,8.1,1.3,Unreliable,2.8,9.0,1.5,0.00%
6332,Pennsylvania,42,"Dauphin County, PA",42043,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,51,273707,18.6,13.9,24.5,2.6,19.1,14.1,25.2,2.7,0.00%
6333,Pennsylvania,42,"Dauphin County, PA",42043,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,20,275710,7.3,4.4,11.2,1.6,7.6,4.7,11.8,1.7,0.00%
6334,Pennsylvania,42,"Dauphin County, PA",42043,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,55,275710,19.9,15.0,26.0,2.7,22.2,16.6,29.1,3.1,0.00%
6335,Pennsylvania,42,"Delaware County, PA",42045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,49,563402,8.7,6.4,11.5,1.2,9,6.7,12.0,1.3,0.00%
6336,Pennsylvania,42,"Delaware County, PA",42045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,563402,Unreliable,1.4,4.2,0.7,Unreliable,1.4,4.4,0.7,0.00%
6337,Pennsylvania,42,"Delaware County, PA",42045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,49,563402,8.7,6.4,11.5,1.2,9.1,6.7,12.1,1.3,0.00%
6338,Pennsylvania,42,"Delaware County, PA",42045,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,176,563402,31.2,26.6,35.9,2.4,32.8,27.9,37.8,2.5,0.10%
6339,Pennsylvania,42,"Delaware County, PA",42045,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,563402,Unreliable,1.5,4.4,0.7,Unreliable,1.3,4.2,0.7,0.00%
