State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
Ohio,39,"Licking County, OH",39089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,173448,Unreliable,2.8,10.6,1.8,Unreliable,2.4,10,1.7,0.00%
Ohio,39,"Licking County, OH",39089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,16,173448,Unreliable,5.3,15,2.3,Unreliable,6.2,17.5,2.7,0.00%
Ohio,39,"Licking County, OH",39089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,173448,Unreliable,6.2,16.4,2.4,Unreliable,5.7,15.7,2.4,0.00%
Ohio,39,"Logan County, OH",39091,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,45325,Unreliable,18.5,54.6,8.5,Unreliable,20,61.5,9.8,0.00%
Ohio,39,"Logan County, OH",39091,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,45325,Unreliable,13.7,46.2,7.6,Unreliable,15.9,53.7,9,0.00%
Ohio,39,"Lorain County, OH",39093,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,55,306365,18,13.5,23.4,2.4,20.5,15.4,26.7,2.8,0.00%
Ohio,39,"Lorain County, OH",39093,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,306365,Unreliable,3,8.5,1.3,Unreliable,3.1,9.1,1.4,0.00%
Ohio,39,"Lorain County, OH",39093,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,86,306365,28.1,22.5,34.7,3,31.1,24.8,38.5,3.4,0.00%
Ohio,39,"Lorain County, OH",39093,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,14,306365,Unreliable,2.5,7.7,1.2,Unreliable,2.3,7.4,1.2,0.00%
Ohio,39,"Lorain County, OH",39093,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,117,306365,38.2,31.3,45.1,3.5,42.1,34.3,49.9,4,0.10%
Ohio,39,"Lorain County, OH",39093,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,35,307924,11.4,7.9,15.8,1.9,12.3,8.5,17.3,2.1,0.00%
Ohio,39,"Lorain County, OH",39093,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,307924,Unreliable,2.5,7.6,1.2,Unreliable,2.2,7.2,1.2,0.00%
Ohio,39,"Lorain County, OH",39093,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,87,307924,28.3,22.6,34.9,3,31.8,25.4,39.4,3.5,0.00%
Ohio,39,"Lorain County, OH",39093,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,17,307924,Unreliable,3.2,8.8,1.3,Unreliable,3.4,9.8,1.5,0.00%
Ohio,39,"Lorain County, OH",39093,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,102,307924,33.1,26.7,39.6,3.3,36,28.8,43.2,3.7,0.10%
Ohio,39,"Lucas County, OH",39095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,49,432488,11.3,8.4,15,1.6,12.6,9.2,16.7,1.8,0.00%
Ohio,39,"Lucas County, OH",39095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,432488,5.8,3.7,8.5,1.2,6.2,4,9.2,1.3,0.00%
Ohio,39,"Lucas County, OH",39095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,89,432488,20.6,16.5,25.3,2.2,22.4,17.9,27.7,2.4,0.00%
Ohio,39,"Lucas County, OH",39095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,48,432488,11.1,8.2,14.7,1.6,12,8.8,16,1.8,0.00%
Ohio,39,"Lucas County, OH",39095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,31,430887,7.2,4.9,10.2,1.3,8.6,5.8,12.2,1.6,0.00%
Ohio,39,"Lucas County, OH",39095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,430887,7,4.7,9.9,1.3,7.6,5,11,1.4,0.00%
Ohio,39,"Lucas County, OH",39095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,94,430887,21.8,17.6,26.7,2.3,24.2,19.4,29.8,2.6,0.10%
Ohio,39,"Lucas County, OH",39095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,64,430887,14.9,11.4,19,1.9,16.2,12.4,20.9,2.1,0.00%
Ohio,39,"Madison County, OH",39097,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,11,44036,Unreliable,12.5,44.7,7.5,Unreliable,12.9,46.4,7.8,0.00%
Ohio,39,"Mahoning County, OH",39099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,40,230008,17.4,12.4,23.7,2.7,20.6,14.6,28.3,3.3,0.00%
Ohio,39,"Mahoning County, OH",39099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,23,230008,10,6.3,15,2.1,10.8,6.8,16.3,2.3,0.00%
Ohio,39,"Mahoning County, OH",39099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,42,230008,18.3,13.2,24.7,2.8,20.5,14.6,28,3.3,0.00%
Ohio,39,"Mahoning County, OH",39099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,57,230008,24.8,18.8,32.1,3.3,28.1,21.1,36.6,3.8,0.00%
Ohio,39,"Mahoning County, OH",39099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,24,229796,10.4,6.7,15.5,2.1,11.6,7.3,17.4,2.4,0.00%
Ohio,39,"Mahoning County, OH",39099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,229796,13.1,8.8,18.6,2.4,13.5,8.9,19.7,2.6,0.00%
Ohio,39,"Mahoning County, OH",39099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,79,229796,34.4,27.2,42.8,3.9,38.4,30.2,48.2,4.5,0.00%
Ohio,39,"Mahoning County, OH",39099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,88,229796,38.3,30.7,47.2,4.1,42.3,33.6,52.5,4.7,0.00%
Ohio,39,"Marion County, OH",39101,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,19,64967,Unreliable,17.6,45.7,6.7,Unreliable,19.6,52.2,7.7,0.00%
Ohio,39,"Medina County, OH",39103,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,14,177221,Unreliable,4.3,13.3,2.1,Unreliable,4.7,15.2,2.4,0.00%
Ohio,39,"Medina County, OH",39103,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,26,177221,14.7,9.6,21.5,2.9,17.2,11.1,25.4,3.4,0.00%
Ohio,39,"Medina County, OH",39103,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,178371,Unreliable,3.9,12.5,2,Unreliable,4.7,15.2,2.5,0.00%
Ohio,39,"Medina County, OH",39103,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,19,178371,Unreliable,6.4,16.6,2.4,Unreliable,7.9,20.4,3,0.00%
Ohio,39,"Medina County, OH",39103,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,178371,Unreliable,4.3,13.2,2.1,Unreliable,4.9,15.1,2.4,0.00%
Ohio,39,"Miami County, OH",39109,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,20,104679,19.1,11.7,29.5,4.3,22,13.4,34,5,0.00%
Ohio,39,"Miami County, OH",39109,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,31,104679,29.6,20.1,42,5.3,32.6,22,46.5,6,0.00%
Ohio,39,"Miami County, OH",39109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,36,105122,34.2,24,47.4,5.7,40.1,27.9,55.8,6.8,0.00%
Ohio,39,"Miami County, OH",39109,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,28,105122,26.6,17.7,38.5,5,30.7,20.3,44.7,5.9,0.00%
Ohio,39,"Montgomery County, OH",39113,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,70,531239,13.2,10.3,16.6,1.6,14.3,11,18.1,1.8,0.00%
Ohio,39,"Montgomery County, OH",39113,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,38,531239,7.2,5.1,9.8,1.2,7.1,5,9.9,1.2,0.00%
Ohio,39,"Montgomery County, OH",39113,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,226,531239,42.5,37,48.1,2.8,46.3,40.1,52.5,3.2,0.10%
Ohio,39,"Montgomery County, OH",39113,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,310,531239,58.4,51.9,64.9,3.3,62.6,55.4,69.7,3.7,0.20%
Ohio,39,"Montgomery County, OH",39113,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,36,531542,6.8,4.7,9.4,1.1,7.7,5.3,10.8,1.3,0.00%
Ohio,39,"Montgomery County, OH",39113,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,77,531542,14.5,11.4,18.1,1.7,16,12.6,20.2,1.9,0.00%
Ohio,39,"Montgomery County, OH",39113,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,17,531542,Unreliable,1.9,5.1,0.8,Unreliable,2,5.6,0.9,0.00%
Ohio,39,"Montgomery County, OH",39113,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,432,531542,81.3,73.6,88.9,3.9,89.3,80.6,97.9,4.4,0.20%
Ohio,39,"Montgomery County, OH",39113,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,501,531542,94.3,86,102.5,4.2,102.5,93.3,111.8,4.7,0.30%
Ohio,39,"Muskingum County, OH",39119,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,86149,Unreliable,5.6,21.3,3.7,Unreliable,6.9,26.5,4.6,0.00%
Ohio,39,"Pike County, OH",39131,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,11,28270,Unreliable,19.4,69.6,11.7,Unreliable,23.4,83.9,14.2,0.00%
Ohio,39,"Portage County, OH",39133,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,12,161921,Unreliable,3.8,12.9,2.1,Unreliable,4,14.5,2.4,0.00%
Ohio,39,"Portage County, OH",39133,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,26,161921,16.1,10.5,23.5,3.1,17.1,11,25.4,3.5,0.00%
Ohio,39,"Portage County, OH",39133,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,24,162277,14.8,9.5,22,3,18.6,11.8,28,3.9,0.00%
Ohio,39,"Portage County, OH",39133,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,162277,Unreliable,3.8,12.9,2.1,Unreliable,4.3,15.3,2.6,0.00%
Ohio,39,"Preble County, OH",39135,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,11,41247,Unreliable,13.3,47.7,8,Unreliable,16.4,58.9,9.9,0.00%
Ohio,39,"Preble County, OH",39135,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,41247,Unreliable,24,66,10,Unreliable,28.1,77.1,11.7,0.00%
Ohio,39,"Preble County, OH",39135,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,24,41120,58.4,37.4,86.8,11.9,61.7,39.1,92.6,13,0.00%
Ohio,39,"Preble County, OH",39135,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,30,41120,73,49.2,104.2,13.3,78.1,51.9,112.8,14.7,0.00%
Ohio,39,"Richland County, OH",39139,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,22,121107,18.2,11.4,27.5,3.9,21.5,13.5,32.5,4.6,0.00%
Ohio,39,"Richland County, OH",39139,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,121107,Unreliable,6.3,19.4,3.1,Unreliable,6,19.4,3.1,0.00%
Ohio,39,"Richland County, OH",39139,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,36,121107,29.7,20.8,41.2,5,34.5,24,48,5.8,0.00%
Ohio,39,"Richland County, OH",39139,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,36,121107,29.7,20.8,41.2,5,32.7,22.8,45.4,5.5,0.00%
Ohio,39,"Richland County, OH",39139,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,43,120589,35.7,25.8,48,5.4,40.8,29.2,55.3,6.3,0.00%
Ohio,39,"Richland County, OH",39139,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,45,120589,37.3,27.2,49.9,5.6,42.6,30.9,57.4,6.5,0.00%
Ohio,39,"Ross County, OH",39141,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,15,77000,Unreliable,10.9,32.1,5,Unreliable,11.2,34.3,5.4,0.00%
Ohio,39,"Ross County, OH",39141,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,77000,Unreliable,6.2,23.9,4.1,Unreliable,6.1,23.5,4.1,0.00%
Ohio,39,"Ross County, OH",39141,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,22,77000,28.6,17.9,43.3,6.1,28.5,17.6,43.6,6.2,0.00%
Ohio,39,"Ross County, OH",39141,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,29,77000,37.7,25.2,54.1,7,37.6,24.8,54.8,7.2,0.00%
Ohio,39,"Ross County, OH",39141,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,77313,Unreliable,6.2,23.8,4.1,Unreliable,6.2,23.8,4.1,0.00%
Ohio,39,"Ross County, OH",39141,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,77313,Unreliable,10.9,32,5,Unreliable,10.2,31.3,5,0.00%
Ohio,39,"Ross County, OH",39141,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,77313,27.2,16.8,41.5,5.9,26.9,16.4,41.5,6,0.00%
Ohio,39,"Sandusky County, OH",39143,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,59330,Unreliable,8.1,31,5.3,Unreliable,8.5,35.4,6.1,0.00%
Ohio,39,"Sandusky County, OH",39143,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,59195,Unreliable,10.5,35.4,5.9,Unreliable,12,40.6,6.8,0.00%
Ohio,39,"Scioto County, OH",39145,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,76088,Unreliable,9.1,29.2,4.7,Unreliable,10.2,32.9,5.4,0.00%
Ohio,39,"Scioto County, OH",39145,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,76088,Unreliable,13,35.8,5.4,Unreliable,12.3,35,5.4,0.00%
Ohio,39,"Scioto County, OH",39145,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,28,75929,36.9,24.5,53.3,7,40.7,26.8,59.3,7.8,0.00%
Ohio,39,"Scioto County, OH",39145,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,24,75929,31.6,20.3,47,6.5,33.6,21.3,50.4,7,0.00%
Ohio,39,"Shelby County, OH",39149,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,48623,Unreliable,14.2,45.7,7.4,Unreliable,16.8,53.9,8.9,0.00%
Ohio,39,"Shelby County, OH",39149,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,22,48759,45.1,28.3,68.3,9.6,50.8,31.4,77.6,11.2,0.00%
Ohio,39,"Shelby County, OH",39149,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,48759,Unreliable,15.7,48.2,7.7,Unreliable,17.2,55.3,9,0.00%
Ohio,39,"Stark County, OH",39151,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,24,373612,6.4,4.1,9.6,1.3,7.3,4.6,10.9,1.5,0.00%
Ohio,39,"Stark County, OH",39151,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,20,373612,5.4,3.3,8.3,1.2,5.8,3.4,9.1,1.3,0.00%
Ohio,39,"Stark County, OH",39151,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,59,373612,15.8,12,20.4,2.1,18,13.6,23.4,2.4,0.00%
Ohio,39,"Stark County, OH",39151,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,12,373612,Unreliable,1.7,5.6,0.9,Unreliable,1.8,6.4,1.1,0.00%
Ohio,39,"Stark County, OH",39151,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,372542,Unreliable,2.5,7,1.1,Unreliable,2.8,8.2,1.3,0.00%
Ohio,39,"Stark County, OH",39151,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,18,372542,Unreliable,2.9,7.6,1.1,Unreliable,3.2,8.5,1.3,0.00%
Ohio,39,"Stark County, OH",39151,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,68,372542,18.3,14.2,23.1,2.2,21.4,16.5,27.2,2.6,0.00%
Ohio,39,"Stark County, OH",39151,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,372542,Unreliable,1.3,4.9,0.8,Unreliable,1.4,5.4,0.9,0.00%
Ohio,39,"Summit County, OH",39153,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,52,540300,9.6,7.2,12.6,1.3,10.4,7.7,13.7,1.5,0.00%
Ohio,39,"Summit County, OH",39153,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,57,540300,10.5,8,13.7,1.4,10.7,8,13.9,1.5,0.00%
Ohio,39,"Summit County, OH",39153,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,164,540300,30.4,25.7,35,2.4,33.2,28.1,38.4,2.7,0.10%
Ohio,39,"Summit County, OH",39153,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,29,540300,5.4,3.6,7.7,1,5.3,3.5,7.7,1,0.00%
Ohio,39,"Summit County, OH",39153,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,42,540300,7.8,5.6,10.5,1.2,7.6,5.4,10.3,1.2,0.00%
Ohio,39,"Summit County, OH",39153,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,540300,Unreliable,1.1,3.9,0.6,Unreliable,1.1,3.8,0.6,0.00%
Ohio,39,"Summit County, OH",39153,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,22,541228,4.1,2.5,6.2,0.9,4,2.4,6.1,0.9,0.00%
Ohio,39,"Summit County, OH",39153,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,38,541228,7,5,9.6,1.1,7.3,5.1,10.2,1.2,0.00%
Ohio,39,"Summit County, OH",39153,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,144,541228,26.6,22.3,31,2.2,28.7,23.8,33.5,2.5,0.10%
Ohio,39,"Summit County, OH",39153,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,541228,3.9,2.4,5.9,0.8,4,2.4,6.3,0.9,0.00%
Ohio,39,"Summit County, OH",39153,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,541228,Unreliable,0.9,3.4,0.6,Unreliable,0.8,3.3,0.6,0.00%
Ohio,39,"Trumbull County, OH",39155,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,25,201825,12.4,8,18.3,2.5,13.9,8.9,20.6,2.9,0.00%
Ohio,39,"Trumbull County, OH",39155,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,201825,Unreliable,4.5,12.9,2,Unreliable,4.8,14.2,2.3,0.00%
Ohio,39,"Trumbull County, OH",39155,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,73,201825,36.2,28.4,45.5,4.2,40.1,31.2,50.8,4.8,0.00%
Ohio,39,"Trumbull County, OH",39155,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,48,201825,23.8,17.5,31.5,3.4,27,19.7,36.2,4,0.00%
Ohio,39,"Trumbull County, OH",39155,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,27,200380,13.5,8.9,19.6,2.6,16.3,10.6,23.9,3.2,0.00%
Ohio,39,"Trumbull County, OH",39155,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,200380,Unreliable,3.1,10.5,1.7,Unreliable,3.5,12.7,2.1,0.00%
Ohio,39,"Trumbull County, OH",39155,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,86,200380,42.9,34.3,53,4.6,51.7,41.2,64.1,5.7,0.00%
Ohio,39,"Trumbull County, OH",39155,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,63,200380,31.4,24.2,40.2,4,37.2,28.4,47.9,4.8,0.00%
Ohio,39,"Tuscarawas County, OH",39157,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,16,92297,Unreliable,9.9,28.2,4.3,Unreliable,11,32.3,5,0.00%
Ohio,39,"Tuscarawas County, OH",39157,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,92297,Unreliable,7.5,24.1,3.9,Unreliable,8.4,28.3,4.6,0.00%
Ohio,39,"Warren County, OH",39165,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,227063,Unreliable,4,11.4,1.8,Unreliable,4.5,12.7,2,0.00%
Ohio,39,"Warren County, OH",39165,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,35,227063,15.4,10.7,21.4,2.6,17.2,11.9,24,2.9,0.00%
Ohio,39,"Warren County, OH",39165,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,46,227063,20.3,14.8,27,3,22.1,16.1,29.6,3.3,0.00%
Ohio,39,"Warren County, OH",39165,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,228882,Unreliable,2.1,8,1.4,Unreliable,2.2,8.6,1.5,0.00%
Ohio,39,"Warren County, OH",39165,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,72,228882,31.5,24.6,39.6,3.7,32.8,25.6,41.5,3.9,0.00%
Ohio,39,"Warren County, OH",39165,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,77,228882,33.6,26.5,42,3.8,34.9,27.4,43.8,4,0.00%
Ohio,39,"Washington County, OH",39167,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,60610,Unreliable,17.6,46.9,7,Unreliable,19.1,52.5,8,0.00%
Ohio,39,"Washington County, OH",39167,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,60418,Unreliable,11.5,36.8,6,Unreliable,14.5,46.6,7.6,0.00%
Ohio,39,"Wayne County, OH",39169,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,116470,Unreliable,5.9,19.1,3.1,Unreliable,7,22.5,3.7,0.00%
Ohio,39,"Wayne County, OH",39169,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,116470,Unreliable,7.2,21.2,3.3,Unreliable,8.1,24.7,3.9,0.00%
Ohio,39,"Wayne County, OH",39169,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,14,116038,Unreliable,6.6,20.2,3.2,Unreliable,7.9,24.1,3.9,0.00%
Ohio,39,"Wood County, OH",39173,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,130219,Unreliable,3.7,14.1,2.4,Unreliable,4,16.5,2.8,0.00%
Ohio,39,"Wood County, OH",39173,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,130492,Unreliable,5.3,17,2.8,Unreliable,5.8,19.7,3.2,0.00%
